question,res_w_ref_i9,res_w_ref_i8,res_w_ref_i6,res_w_ref_i7,res_w_ref_i5,res_w_ref_i4,res_w_ref_i0,res_w_ref_i1,res_w_ref_i3,res_w_ref_i2,res_w_ref_i10,res_wo_ref_i8,res_wo_ref_i9,res_wo_ref_i4,res_wo_ref_i5,res_wo_ref_i7,res_wo_ref_i6,res_wo_ref_i2,res_wo_ref_i3,res_wo_ref_i1,res_wo_ref_i0,res_wo_ref_i10,res_w_ref_i9_acc,res_w_ref_i8_acc,res_w_ref_i6_acc,res_w_ref_i7_acc,res_w_ref_i5_acc,res_w_ref_i4_acc,res_w_ref_i0_acc,res_w_ref_i1_acc,res_w_ref_i3_acc,res_w_ref_i2_acc,res_w_ref_i10_acc,res_wo_ref_i8_acc,res_wo_ref_i9_acc,res_wo_ref_i4_acc,res_wo_ref_i5_acc,res_wo_ref_i7_acc,res_wo_ref_i6_acc,res_wo_ref_i2_acc,res_wo_ref_i3_acc,res_wo_ref_i1_acc,res_wo_ref_i0_acc,res_wo_ref_i10_acc,type,level
"What movie was produced first, Muppet Treasure Island or Honey, I Shrunk the Kids?","Honey, I Shrunk the Kids.","Honey, I Shrunk the Kids",Muppet Treasure Island,Muppet Treasure Island,"Honey, I Shrunk the Kids",Muppet Treasure Island,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids.","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",Muppet Treasure Island,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",Muppet Treasure Island,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,comparison,hard
Were Irving Wallace and Muriel Spark writers in the same countries?,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No,No.,No.,No.,No.,No.,no,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,easy
"Fir and Imperata, are a type of tree?",Fir: Yes. Imperata: No.,"Fir: Yes.
Imperata: No.","Fir: Yes
Imperata: No","Yes, fir is a type of tree. Imperata is not a type of tree.",Fir: Yes. Imperata: No.,"Fir: Yes.
Imperata: No.","Fir: Yes
Imperata: No","Yes (Fir), No (Imperata).","Fir: Yes.
Imperata: No.","Fir: Yes
Imperata: No",No.,"Yes, fir is a type of tree. Imperata is a type of grass.","Yes, fir is a type of tree. Imperata is not a type of tree.",Yes.,Yes.,"Yes, fir is a type of tree. Imperata is not a type of tree.","Yes, fir is a type of tree. Imperata is not a type of tree.","Yes, fir is a type of tree. Imperata is a type of grass, not a tree.",No.,"Yes, fir is a type of tree. Imperata is a type of grass.",Yes,"Yes, fir is a type of tree. Imperata is a type of grass, not a tree.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,comparison,easy
What insturument type did Dickie Peterson and Ely Buendia have in common?,,Vocalist,Vocalist,vocals,bassist,Bass guitar.,guitarist,bassist,guitarist,guitarist,None.,Vocals,Vocalists,guitarist,guitarist,Vocals,Vocalist,guitarist,guitarist,Bassist,guitarist,Vocalist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,comparison,easy
"Which tennis player is older, Billy Martin or Pavel Složil?",Billy Martin,Pavel Složil,Billy Martin,Pavel Složil,Billy Martin,Billy Martin,Billy Martin,Pavel Složil,Billy Martin,Billy Martin,Billy Martin,Pavel Složil,Billy Martin,Pavel Složil,Pavel Složil,Billy Martin,Pavel Složil,Pavel Složil,Pavel Složil,Billy Martin,Pavel Složil,Billy Martin,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,comparison,medium
"Which was released first, Dangal or The Wild?",Dangal,Dangal,Dangal,Dangal,Dangal,Dangal,Dangal,Dangal,Dangal,Dangal,Dangal.,Dangal,Dangal,Dangal.,Dangal,Dangal,The Wild,Dangal,Dangal,The Wild,The Wild,Dangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,comparison,medium
"Which of the two European Space Agency astronauts, Jean-François Clervoy and Thomas Reiter, has participated in missions with NASA?",Thomas Reiter,Jean-François Clervoy,Jean-François Clervoy.,Jean-François Clervoy.,Thomas Reiter,Thomas Reiter.,Thomas Reiter,Thomas Reiter,Thomas Reiter,Thomas Reiter,Jean-François Clervoy.,Jean-François Clervoy,Both Jean-François Clervoy and Thomas Reiter have participated in missions with NASA.,Jean-François Clervoy.,Jean-François Clervoy,Jean-François Clervoy.,Jean-François Clervoy,Jean-François André Clervoy,Jean-François Clervoy,Jean-François André Clervoy,Jean-François André Clervoy,Jean-François Clervoy,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"Which university graduates more number of students in a year, California Institute of Technology or Boston College?",Boston College,California Institute of Technology,California Institute of Technology.,Unknown.,Boston College,Boston College,"There is no information provided in the context to determine which university graduates more students in a year, California Institute of Technology or Boston College.",Boston College,Boston College,Unknown.,Unknown,Boston College,California Institute of Technology,Boston College,Boston College,Boston College,Boston College,Boston College,Boston College,Boston College,Boston College,Boston College,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
Are both Hottonia and Othonna geniuses of plants?,No.,No.,No.,No.,No,No.,yes,No.,Yes.,No.,No.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,No.,yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,comparison,medium
Are Chilopsis and Austrocedrus both genuses of flowering plants?,Yes.,Yes.,Yes.,No.,No.,Yes.,no,No.,No.,No.,Yes.,No.,No,No.,Yes,Yes,Yes.,Yes,No.,no,no,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,comparison,medium
Were Ronnie Van Zant and Mick Jones both lead singers of a band?,No.,No.,No.,No.,No.,No.,Yes.,No.,No.,Yes.,No.,No.,No.,No.,No.,No.,No,No.,No.,No,no,No.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,comparison,medium
Were Kotiliesi and Lear's published in the same country?,No.,No.,No.,No.,No.,No.,no,No.,no,No.,No.,No.,Yes.,Yes.,No.,No.,No.,No.,No.,No.,no,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"The Wild and Do Dooni Chaar, have which film genre in common?",Comedy-drama.,comedy,comedy,Comedy,comedy,comedy,comedy,comedy,comedy,comedy,Comedy-drama.,comedy,Comedy,comedy,comedy,Comedy,Comedy-drama,comedy,comedy,comedy,comedy,Comedy-drama,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,easy
Which park (Teide National Park or Timanfaya National Park) is located in the Canary Islands in Spain and also is made up of volcanic soil?,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Teide National Park,Timanfaya National Park.,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,Timanfaya National Park,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,easy
Do both The Life and Times and Beth Orton originate from America?,No.,No.,No.,No.,No.,No.,no,no,No.,No.,No.,No.,No,No.,No.,No.,No.,No.,No.,no,no,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"In between Splash and Son of Flubber, which one was directed by Ron Howard?",Night Shift,Night Shift,Night Shift,Night Shift,Splash,Grand Theft Auto,Grand Theft Auto,Splash,Splash,Night Shift,Night Shift,Night Shift,Night Shift,Night Shift,Splash,Splash,Splash,Splash,Splash,Splash,Splash,Night Shift,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,comparison,medium
"Which takes place farther east, The Mosuo Sisters or The Silent Historian?",The Mosuo Sisters,The Mosuo Sisters,The Mosuo Sisters,The Silent Historian,The Silent Historian,The Mosuo Sisters,The Silent Historian,The Mosuo Sisters,The Silent Historian,The Silent Historian.,The Mosuo Sisters,The Mosuo Sisters,The Silent Historian,The Mosuo Sisters,The Silent Historian,The Silent Historian,The Mosuo Sisters,The Mosuo Sisters,The Mosuo Sisters,The Mosuo Sisters,The Mosuo Sisters,The Mosuo Sisters,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
Were the buildings at 270 Park Avenue and 100 East 53rd Street both designed by Natalie de Blois?,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,no,No.,No.,no,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"Who was born first, Chaka Khan or Randy Meisner?",Chaka Khan,Chaka Khan,Chaka Khan,Chaka Khan,Chaka Khan,Chaka Khan,Chaka Khan.,Chaka Khan,Chaka Khan.,Chaka Khan,Chaka Khan,Randy Meisner,Chaka Khan,Randy Meisner,Chaka Khan,Randy Meisner,Randy Meisner,Randy Meisner,Randy Meisner,Randy Herman Meisner,Randy Herman Meisner,Randy Meisner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"Who was born first, Dennis Potter or Daniil Kharms?",Dennis Potter.,Dennis Potter,Daniil Kharms,Daniil Kharms,Dennis Potter.,Daniil Kharms.,Dennis Potter,Daniil Kharms,Dennis Potter,Dennis Potter.,Dennis Potter.,Dennis Potter,Dennis Potter,Daniil Kharms,Daniil Kharms,Daniil Kharms,Dennis Potter,Daniil Kharms,Daniil Kharms,Daniil Kharms,Daniil Kharms,Dennis Potter,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,comparison,medium
Were Ideamen and Lit formed in the same states:,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No,No.,No.,no,No.,no,no,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
In which decade was the Ivel Z3 and the Prológica CP-400 developed in?,"Ivel Z3: 1930s
Prológica CP-400: 1980s","Ivel Z3: 1930s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1930s
Prológica CP-400: 1980s",1980s,"Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s","Ivel Z3: 1940s
Prológica CP-400: 1980s",1980s,"Ivel Z3: 1940s
Prológica CP-400: 1980s",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,comparison,hard
What level of education does Ateneo de Davao University offer that the University of Minnesota does not?,Grade school and high school.,Elementary and high school education,grade school and high school,Grade school and high school.,Grade school and high school.,Grade school and high school.,a grade school and high school,a grade school and high school,Grade school and high school.,a grade school and high school,Grade school and high school,Law school.,Elementary and high school education.,a grade school and high school,Grade school and high school.,Law school,K-12 education,a grade school and high school,a grade school and high school,a grade school and high school,a grade school and high school,Grade school and high school,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
Are Shiba Inu and Leonberger both large dog breeds?,No.,No.,No.,No.,No.,No.,yes,Yes.,Yes.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,no,No.,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
Are Finance and I'm the Boss! both based on cooperation?,No.,No,No,No.,No.,No.,yes,no,No.,Yes.,No,No.,No,Yes,No,No,No,No.,No.,no,No.,No,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
Has Alek Keshishian been the writer for more films than Mark Krikorian?,No.,Yes.,No.,Yes.,Yes.,No.,Yes.,Unknown.,Yes.,No.,Yes,No,No.,No.,No,No.,No.,No.,No.,No.,Yes.,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,comparison,hard
The LNW-80 and Amstrad PCW are both what kind of machine?,Personal computers.,Microcomputers.,computers,Personal computers,Personal computers.,Computers.,computers,computers,computers,computers,Microcomputers,Microcomputers.,Microcomputers.,Computers,Computers.,Microcomputers.,Computers,computers,computers,computers,computers,Microcomputers.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
"Where does Irina Peltsin's character live in the show ""The Sopranos""?",Unknown,New Jersey.,Unknown,New Jersey.,New Jersey,New Jersey.,New Jersey,New Jersey,New Jersey,New Jersey.,Unknown,New Jersey,New Jersey.,New Jersey.,New Jersey.,New Jersey,New Jersey,New Jersey.,United States,New Jersey.,New Jersey.,New Jersey.,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,bridge,easy
what chain of British department stores was built in 1961?,None.,None.,None.,Palace,The Palace,None.,There is no information provided about a chain of British department stores built in 1961.,There is no information about a chain of British department stores being built in 1961.,Palace,Palace,Palace,Palace,Palace,Lewis's,Palace,Lewis's,Palace,Lewis's,Palace,Lewis's,Lewis's,Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,bridge,easy
"Who has been a member of more bands, Caleb Shomo or John Rzeznik?",Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo.,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo.,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Shomo,Caleb Joshua Shomo,Caleb Shomo,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,easy
"Myles Kennedy and Robert Palmer, share which mutual occupations?","Musician, singer","Musician, singer","Musician, Singer, Songwriter","Musician, singer","Musician, singer","Musician, singer, songwriter.","musician, singer, and songwriter","musician, singer, songwriter","Musician, singer","Musician, Singer, and Songwriter.","Musician, singer","Musician, Singer","Musician, singer","musician, singer","Musician, singer, and songwriter","Musician, singer","Musician, singer, and songwriter.","musician, singer, and songwriter","Musician, singer, songwriter.","musician, singer, and songwriter","musician, singer, and songwriter","Musician, singer.",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,comparison,easy
"Ritwik Ghatak and Jehane Noujaim, are Bengali?","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No",No.,No.,"Ritwik Ghatak: Yes
Jehane Noujaim: No","Yes, Ritwik Ghatak is Bengali. No, Jehane Noujaim is not Bengali.","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No","Ritwik Ghatak: Yes
Jehane Noujaim: No",Ritwik Ghatak is Bengali. Jehane Noujaim is not Bengali.,Ritwik Ghatak is Bengali. Jehane Noujaim is not Bengali.,"Ritwik Ghatak: Yes
Jehane Noujaim: No",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,easy
"Thurn and Taxis and Cluedo, are which form of entertainment?",Games,Board games,Board games,Games,Board games.,Board games.,game,Board games.,board games,Board games,Board games,Board games.,Games.,Board games.,Board games.,Board games,Board games,Board games,board games,Board games,game,Board games,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,easy
Were the bands  OK Go and The New Pornographers formed in the same city?,No.,No.,No.,No.,No.,No.,no,no,No.,No.,No.,No.,No,No.,No.,No.,No.,No.,No.,no,no,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"Who was born earlier, Roger Taylor or Elizabeth Fraser?",Elizabeth Fraser,Elizabeth Fraser,Elizabeth Fraser,Elizabeth Fraser.,Elizabeth Fraser,Roger Taylor,Roger Meddows Taylor,Roger Taylor,Roger Taylor,Roger Taylor.,Elizabeth Fraser,Roger Taylor,Roger Taylor,Roger Meddows Taylor,Roger Taylor,Roger Taylor,Roger Taylor,Roger Meddows Taylor,Roger Meddows Taylor,Roger Meddows Taylor,Roger Meddows Taylor,Roger Taylor,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"Which magazine was published first, Who Put the Bomp or Curve?",Curve,Who Put the Bomp,Curve,Curve,Curve,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Curve,Curve,Curve,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,Who Put the Bomp,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
Which movie came out first Snow Dogs or Sacred Planet ?,Snow Dogs,Sacred Planet,Snow Dogs,Sacred Planet,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Sacred Planet,Snow Dogs,Sacred Planet,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,Snow Dogs,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
"Who has been a member of more bands, Tom Petty or Bobby Gillespie?",Bobby Gillespie,Bobby Gillespie,Bobby Gillespie,Bobby Gillespie,Bobby Gillespie,Tom Petty,Bobby Gillespie,Bobby Gillespie,Bobby Gillespie,Tom Petty,Bobby Gillespie,Bobby Gillespie,Bobby Gillespie,Tom Petty,Tom Petty,Tom Petty,Bobby Gillespie,Tom Petty,Tom Petty,Tom Petty,Tom Petty,Bobby Gillespie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,comparison,medium
"Who is older, Peter Tscherkassky or Abel Ferrara?",Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Abel Ferrara,Peter Tscherkassky,Abel Ferrara,Abel Ferrara,Abel Ferrara,Abel Ferrara.,Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Peter Tscherkassky,Abel Ferrara,Peter Tscherkassky,Abel Ferrara,Abel Ferrara,Peter Tscherkassky,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,comparison,medium
Which of Chan Yung-jan and Svetlana Kuznetsova has appeared in more Gland Slam finals?,Chan Yung-jan,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova.,Svetlana Kuznetsova,Svetlana Kuznetsova,Chan Yung-jan,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Kuznetsova,Svetlana Aleksandrovna Kuznetsova,Svetlana Aleksandrovna Kuznetsova,Svetlana Kuznetsova,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
Are Michael Crichton and McG both authors?,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,medium
Is the Staffordshire Bull Terrier bigger than the Miniature American Shepherd?,No.,Unclear.,No.,No.,No.,No.,Yes.,No.,Yes.,No.,Unclear.,No.,No.,No.,No.,No.,No,No.,No.,no,no,No.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,comparison,hard
Did the composer Charles Gounod or Mikhail Glinka live past the year 1875?,"Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No",Charles Gounod,Charles-François Gounod,"Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Charles Gounod: Yes
Mikhail Glinka: No","Yes, Charles Gounod lived past the year 1875. Mikhail Glinka did not.","Charles Gounod - Yes
Mikhail Glinka - No","Charles Gounod: Yes
Mikhail Glinka: No",Charles-François Gounod,Charles-François Gounod,"Charles Gounod: Yes
Mikhail Glinka: No",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
Are Sorghastrum and Calocedrus both a genus of grass,No.,No.,No.,No.,No.,No.,no,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
who was born first Brian Trenchard-Smith or James Bridges ?,Brian Trenchard-Smith,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,Brian Trenchard-Smith,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,James Bridges,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,comparison,hard
